序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
164,TSF,太師傅,70PDKMTK,TSF-70PDKMTK,鐵道滷排飯,Railway Braised Pork Rice,聯發科行善,2024-12-10 12:14:49
165,TSF,太師傅,63RCGHSO,TSF-63RCGHSO,呷霸大雞腿,Emperor's Chicken Leg,聯發科行善,2024-12-10 12:14:49
166,TTKRF,天天烤肉飯,08KGDJUT,TTKRF-08KGDJUT,泡菜烤肉飯,Kimchi Grilled Pork Rice,聯發科行善,2024-12-10 12:14:49
167,LSH,梁社漢,21MSYPUX,LSH-21MSYPUX,滷排骨飯,Braised Pork Chop Rice,聯發科行善,2024-12-10 12:14:49
168,LSH,梁社漢,29QRMTFJ,LSH-29QRMTFJ,椒鹽雞塊飯,Salt & Pepper Chicken Nugget Rice,聯發科行善,2024-12-10 12:14:49
169,BFYJ,八方雲集,90VKXQNQ,BFYJ-90VKXQNQ,韭菜水餃十顆,Chive Dumplings (10 pieces),聯發科行善,2024-12-10 12:14:49
170,KDJ,肯德基,99MPORCG,KDJ-99MPORCG,卡啦雞腿堡 絕配餐,Crispy Chicken Leg Burger Perfect Set,聯發科行善,2024-12-10 12:14:49
171,KDJ,肯德基,58SONSYO,KDJ-58SONSYO,紐奧良烤雞腿堡 絕配餐,New Orleans Grilled Chicken Leg Burger Perfect Set,聯發科行善,2024-12-10 12:14:49
172,KDJ,肯德基,31WMITCP,KDJ-31WMITCP,美式煙燻卡脆雞堡經典餐,American Smoked Crispy Chicken Burger Classic Set,聯發科行善,2024-12-10 12:14:49
173,KDJ,肯德基,86ZJCRTG,KDJ-86ZJCRTG,墨西哥莎莎捲 經典餐,Mexican Salsa Wrap Classic Set,聯發科行善,2024-12-10 12:14:49
174,KDJ,肯德基,48EIPAVN,KDJ-48EIPAVN,花生熔岩卡啦雞腿堡 絕配餐,Peanut Lava Crispy Chicken Leg Burger Perfect Set,聯發科行善,2024-12-10 12:14:49
175,KDJ,肯德基,34OAIABG,KDJ-34OAIABG,青花椒香麻脆雞 經典餐,Green Sichuan Pepper Numbing Crispy Chicken Classic Set,聯發科行善,2024-12-10 12:14:49
176,FCSL,鳳城燒臘,85JDXURH,FCSL-85JDXURH,脆皮燒肉飯,Crispy Roasted Pork Rice,聯發科行善,2024-12-10 12:14:49
177,WT,悟饕,75BNJJUZ,WT-75BNJJUZ,土雞肉飯包,Free Range Chicken Rice Box,聯發科行善,2024-12-10 12:14:49
178,ZLSH,竹林上禾,07OJURHY,ZLSH-07OJURHY,蒜泥白肉飯,Boiled Pork with Garlic Sauce Rice,聯發科行善,2024-12-10 12:14:49
179,ZLSH,竹林上禾,24MVLZBW,ZLSH-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發科行善,2024-12-10 12:14:49
180,ZLSH,竹林上禾,94VAPIEQ,ZLSH-94VAPIEQ,滿滿香腸飯,Taiwanese Sausage Rice,聯發科行善,2024-12-10 12:14:49
181,ZLSH,竹林上禾,38XPTNSA,ZLSH-38XPTNSA,黑毛豬炸排骨飯,Black Pork Fried Pork Chop Rice,聯發科行善,2024-12-10 12:14:49
182,ZLSH,竹林上禾,05JEWWEX,ZLSH-05JEWWEX,薄鹽鮭魚飯,Light-Salted Salmon Rice,聯發科行善,2024-12-10 12:14:49
183,ZLSH,竹林上禾,87XEWRRY,ZLSH-87XEWRRY,雙拼爆爆蝦,Double Crispy Shrimp,聯發科行善,2024-12-10 12:14:49
184,KST,咖食堂,69EJOIWW,KST-69EJOIWW,雞腿丁烏龍麵,Chicken Dice Udon,聯發科行善,2024-12-10 12:14:49
185,KST,咖食堂,62TINOKC,KST-62TINOKC,雞辣咖哩飯,Spicy Chicken Curry with Egg Rice,聯發科行善,2024-12-10 12:14:49
186,KST,咖食堂,18ILWQQP,KST-18ILWQQP,咖哩牛肉飯,Curry Beef Rice,聯發科行善,2024-12-10 12:14:49
187,QHSL,齊亨燒臘,93TRJTJI,QHSL-93TRJTJI,叉燒油雞飯,Char Siu and Oil-Braised Chicken Rice,聯發科行善,2024-12-10 12:14:49
188,TTKRF,天天烤肉飯,97YZMNPV,TTKRF-97YZMNPV,台式椒麻雞販,Taiwanese Pepper Chicken Rice,聯發科行善,2024-12-10 12:14:49
189,BFYJ,八方雲集,74OHPNAJ,BFYJ-74OHPNAJ,紅燒牛肉麵,Braised Beef Noodle Soup,聯發科行善,2024-12-10 12:14:49
190,YGCF,陽光廚房,56AYMWOY,YGCF-56AYMWOY,美味蛋黃燉肉,Delicious Salted Egg Braised Pork,聯發科行善,2024-12-10 12:14:49
191,YGCF,陽光廚房,58WVARTG,YGCF-58WVARTG,蔥爆香嫩牛肉,Stir-Fried Beef with Scallions,聯發科行善,2024-12-10 12:14:49
192,YGCF,陽光廚房,23JEPTGD,YGCF-23JEPTGD,川味宮保雞丁,Sichuan Kung Pao Chicken,聯發科行善,2024-12-10 12:14:49
193,YGCF,陽光廚房,33UDKCCD,YGCF-33UDKCCD,可口香酥豬排,Crispy Pork Cutlet,聯發科行善,2024-12-10 12:14:49
194,YGCF,陽光廚房,86XXBHOX,YGCF-86XXBHOX,香蔥京醬肉絲,Green Onion Beijing-Style Shredded Pork,聯發科行善,2024-12-10 12:14:49
195,YGCF,陽光廚房,31HBIDNA,YGCF-31HBIDNA,御品三杯雞,Royal Three-Cup Chicken,聯發科行善,2024-12-10 12:14:49
196,YGCF,陽光廚房,40PDOPLH,YGCF-40PDOPLH,珍味紅燒鯛魚,Braised Sea Bream,聯發科行善,2024-12-10 12:14:49
197,LJHNJ,林記海南雞飯,70SQOZWM,LJHNJ-70SQOZWM,日式炸豬排,Japanese Pork Cutlet,聯發科行善,2024-12-10 12:14:49
198,LJHNJ,林記海南雞飯,88PVHGAM,LJHNJ-88PVHGAM,日式鹽烤鯖魚飯,Japanese Salt-Grilled Mackerel Rice,聯發科行善,2024-12-10 12:14:49
199,LJHNJ,林記海南雞飯,60CBVJQV,LJHNJ-60CBVJQV,砂鍋獅子頭飯,Clay Pot Lion's Head Meatball Rice,聯發科行善,2024-12-10 12:14:49
200,LJHNJ,林記海南雞飯,17NCCWRF,LJHNJ-17NCCWRF,香烤檸香雞腿排,Grilled Lemon Chicken Leg Cutlet,聯發科行善,2024-12-10 12:14:49
201,LJHNJ,林記海南雞飯,92HURGKP,LJHNJ-92HURGKP,泰式甜辣雞,Thai Sweet & Spicy Chicken,聯發科行善,2024-12-10 12:14:49
202,WHM,五花馬,46EQARZN,WHM-46EQARZN,京醬肉絲麵,Beijing Sauce Shredded Pork Noodles,聯發科行善,2024-12-10 12:14:49
203,WHM,五花馬,56GKFEBY,WHM-56GKFEBY,牛肉韭菜水餃10粒,Beef and Chive Dumplings (10 pieces),聯發科行善,2024-12-10 12:14:49
204,LJHNJ,林記海南雞飯,08RGXPXJ,LJHNJ-08RGXPXJ,川蜀牛肉飯,Sichuan Beef Rice,聯發科行善,2024-12-10 12:14:49
205,WHM,五花馬,62IQSUNX,WHM-62IQSUNX,小米粥蔥油餅,Congee with Green Onion Pancake,聯發科行善,2024-12-10 12:14:49
206,SJBD,食吉便當,29KGKPFR,SJBD-29KGKPFR,義式香料雞胸-無飯,Italian Herb Chicken Breast (No Rice),聯發科行善,2024-12-25 14:56:29
207,SJBD,食吉便當,24WGGZXF,SJBD-24WGGZXF,港式舒肥叉燒,Hong Kong Style Sous-vide BBQ Pork,聯發科行善,2024-12-25 14:56:29
208,SJBD,食吉便當,14ELRPBD,SJBD-14ELRPBD,日式醬燒豬肉,Japanese Glazed Pork,聯發科行善,2024-12-25 14:56:29
209,SJBD,食吉便當,98ZTIPDR,SJBD-98ZTIPDR,韓式蜂蜜辣雞,Korean Honey Spicy Chicken,聯發科行善,2024-12-25 14:56:29
210,SJBD,食吉便當,40WXQPOK,SJBD-40WXQPOK,和風蒲燒鯛魚,Japanese Style Grilled Sea Bream,聯發科行善,2024-12-25 14:56:29
211,SJBD,食吉便當,94KZOJFV,SJBD-94KZOJFV,蔬食健康餐盒,Healthy Vegetarian Bento,聯發科行善,2024-12-25 14:56:29
212,HMSRJ,黑米燒肉丼,71MMLXSS,HMSRJ-71MMLXSS,梅花燒肉丼,Marbled Pork BBQ Don,聯發科行善,2024-12-25 14:56:29
213,HMSRJ,黑米燒肉丼,85ALHCHA,HMSRJ-85ALHCHA,豬排燒肉丼,Pork Cutlet BBQ Don,聯發科行善,2024-12-25 14:56:29
214,HMSRJ,黑米燒肉丼,47PICZTG,HMSRJ-47PICZTG,親子丼,Parent and Child Don (Oyakodon),聯發科行善,2024-12-25 14:56:29
215,HMSRJ,黑米燒肉丼,30YFERRN,HMSRJ-30YFERRN,霜降牛燒肉丼,Marbled Beef BBQ Don,聯發科行善,2024-12-25 14:56:29
216,HMSRJ,黑米燒肉丼,55WPSUSF,HMSRJ-55WPSUSF,照燒雞腿丼,Teriyaki Chicken Leg Don,聯發科行善,2024-12-25 14:56:29
217,HMSRJ,黑米燒肉丼,71LFVIIA,HMSRJ-71LFVIIA,素食便當,Vegetarian Bento,聯發科行善,2024-12-25 14:56:29
218,SUBWA,SUBWAY,58SYLMJS,SUBWA-58SYLMJS,義大利牛肉丸6吋,Italian Meatball 6-inch,聯發科行善,2024-12-25 14:56:29
219,SUBWA,SUBWAY,69YAPIAK,SUBWA-69YAPIAK,鮪魚6吋,Tuna (6-inch),聯發科行善,2024-12-10 12:14:49
220,SUBWA,SUBWAY,47ZKEDGT,SUBWA-47ZKEDGT,嫩雞沙拉捲餅,Tender Chicken Salad Wrap,聯發科行善,2024-12-10 12:14:49
221,SUBWA,SUBWAY,77CXQLDT,SUBWA-77CXQLDT,辣牛沙拉捲餅,Spicy Beef Salad Wrap,聯發科行善,2024-12-10 12:14:49
222,SUBWA,SUBWAY,72AMJPAO,SUBWA-72AMJPAO,鮮嫩雞柳沙拉,Tender Chicken Strip Salad,聯發科行善,2024-12-10 12:14:49
223,BFYJ,八方雲集,57TGJQJI,BFYJ-57TGJQJI,招牌水餃12顆,Signature Dumplings 12pcs,聯發科行善,2024-12-25 14:56:29
224,BFYJ,八方雲集,40HCMLGQ,BFYJ-40HCMLGQ,招牌鍋貼12顆,Signature Pot Stickers 12pcs,聯發科行善,2024-12-25 14:56:29
225,NLXJ,能量小姐,44ADOZJH,NLXJ-44ADOZJH,照燒雞腿排,Teriyaki Chicken Cutlet,聯發科行善,2024-12-10 12:14:49
226,MJ,MAKOTO丼,62RMQVKC,MJ-62RMQVKC,招牌牛肉便當,Signature Beef Bento Box,聯發科行善,2024-12-25 14:56:29
227,MJ,MAKOTO丼,35XUTUGB,MJ-35XUTUGB,薄鹽鯖魚便當,Lightly Salted Mackerel Bento Box,聯發科行善,2024-12-25 14:56:29
228,MJ,MAKOTO丼,18GQZHQE,MJ-18GQZHQE,醬燒雞肉便當,Braised Chicken with Sauce Bento Box,聯發科行善,2024-12-25 14:56:29
229,MJ,MAKOTO丼,59TPSJRG,MJ-59TPSJRG,蔥香豚丼,Pork Bowl with Green Onion,聯發科行善,2024-12-25 14:56:29
230,MJ,MAKOTO丼,95LALFTR,MJ-95LALFTR,滑蛋牛丼,Beef Bowl with Scrambled Egg,聯發科行善,2024-12-25 14:56:29
231,MJ,MAKOTO丼,81IZMPRY,MJ-81IZMPRY,炙燒明太子豚丼,Grilled Pork Bowl with Mentaiko,聯發科行善,2024-12-25 14:56:29
232,XYKRF,鑫野烤肉飯,81JWTEDY,XYKRF-81JWTEDY,烤肉飯,BBQ Pork Rice,聯發科行善,2024-12-25 14:56:29
233,XYKRF,鑫野烤肉飯,05QRGOHM,XYKRF-05QRGOHM,烤牛五花飯,Grilled Beef Short Plate Rice,聯發科行善,2024-12-25 14:56:29
234,XYKRF,鑫野烤肉飯,72LBCUGS,XYKRF-72LBCUGS,豪大雞排飯,Big Crispy Chicken Cutlet Rice,聯發科行善,2024-12-25 14:56:29
235,XYKRF,鑫野烤肉飯,21MWMEAG,XYKRF-21MWMEAG,烤雞柳飯,Grilled Chicken Tender Rice,聯發科行善,2024-12-25 14:56:29
236,XYKRF,鑫野烤肉飯,45BOGRLD,XYKRF-45BOGRLD,烤五花肉飯,Grilled Pork Belly Rice,聯發科行善,2024-12-25 14:56:29
237,XYKRF,鑫野烤肉飯,78OARUQX,XYKRF-78OARUQX,烤雞腿飯,Grilled Chicken Leg Rice,聯發科行善,2024-12-25 14:56:29
238,GLHZ,給力盒子,15YESFLM,GLHZ-15YESFLM,樹子清蒸鱸魚,Steamed Sea Bass with Preserved Plum,聯發科行善,2024-12-10 12:14:49
239,GLHZ,給力盒子,08EHZCTF,GLHZ-08EHZCTF,和風照燒豬肉片,Japanese Style Teriyaki Pork Slices,聯發科行善,2024-12-25 14:56:29
240,GLHZ,給力盒子,91BPHXHE,GLHZ-91BPHXHE,南加州烤雞腿,Southern California Grilled Chicken Leg,聯發科行善,2024-12-25 14:56:29
241,HFKY,伙房烤魚,72ANFQXE,HFKY-72ANFQXE,黑椒豬肉飯,Black Pepper Pork Rice,聯發科行善,2024-12-25 14:56:29
242,HFKY,伙房烤魚,33FVRPCY,HFKY-33FVRPCY,紐澳良炸雞腿飯,New Orleans Fried Chicken Leg Rice,聯發科行善,2024-12-25 14:56:29
243,KST,咖食堂,31DCCQUG,KST-31DCCQUG,咖哩豬排飯,Curry Pork Cutlet Rice,聯發科行善,2024-12-25 14:56:29
244,KST,咖食堂,39FNMEKV,KST-39FNMEKV,雞肉烏龍麵,Chicken Udon,聯發科行善,2024-12-25 14:56:29
245,YGCF,陽光廚房,36NKRAQR,YGCF-36NKRAQR,美味蛋黃燉肉飯,Delicious Egg Yolk Braised Pork Rice,聯發科行善,2024-12-25 14:56:29
246,YGCF,陽光廚房,13XZOOCT,YGCF-13XZOOCT,蔥爆香嫩牛肉飯,Green Onion Stir-fried Tender Beef Rice,聯發科行善,2024-12-25 14:56:29
247,YGCF,陽光廚房,48MKTHAV,YGCF-48MKTHAV,珍味紅燒鯛魚飯,Premium Braised Sea Bream Rice,聯發科行善,2024-12-25 14:56:29
248,YGCF,陽光廚房,17ORKXSR,YGCF-17ORKXSR,可口雞排飯,Tasty Chicken Cutlet Rice,聯發科行善,2024-12-25 14:56:29
249,YGCF,陽光廚房,82EDEYLT,YGCF-82EDEYLT,御品三杯雞飯,Royal Three-Cup Chicken Rice,聯發科行善,2024-12-25 14:56:29
250,YGCF,陽光廚房,18PYZMXV,YGCF-18PYZMXV,素炒飯,Vegetarian Fried Rice,聯發科行善,2024-12-25 14:56:29
251,HXZ,鬍鬚張,21UMLDLJ,HXZ-21UMLDLJ,雞肉飯便當安心鴨蛋,Chicken Rice Bento with Duck Egg,聯發科行善,2024-12-25 14:56:29
252,HXZ,鬍鬚張,15THQUOJ,HXZ-15THQUOJ,魯肉飯便當香酥炸雞,Braised Pork Rice Bento with Crispy Fried Chicken,聯發科行善,2024-12-25 14:56:29
253,HXZ,鬍鬚張,71LFVIIA,HXZ-71LFVIIA,素食便當,Vegetarian Bento,聯發科行善,2024-12-25 14:56:29
254,LJHNJ,林記海南雞飯,41YYCUWS,LJHNJ-41YYCUWS,泰式甜辣雞飯,Thai Sweet and Spicy Chicken Rice,聯發科行善,2024-12-25 14:56:29
255,LJHNJ,林記海南雞飯,77IXCLXW,LJHNJ-77IXCLXW,香烤檸香腿排,Grilled Lemon Chicken Leg,聯發科行善,2024-12-25 14:56:29
256,KDJ,肯德基,30DOUOWF,KDJ-30DOUOWF,吮指雙雞 絕配餐,Finger Lickin' Double Chicken Perfect Set,聯發科行善,2024-12-25 14:56:29
257,KDJ,肯德基,18NQNEXI,KDJ-18NQNEXI,花生熔岩卡啦雞腿堡 經典餐,Peanut Lava Crispy Chicken Leg Burger Classic Set,聯發科行善,2024-12-25 14:56:29
258,TLL,泰辣辣,51TYEYHX,TLL-51TYEYHX,泰式紅咖喱雞飯,Thai Red Curry Chicken Rice,聯發科行善,2024-12-25 14:56:29
259,TLL,泰辣辣,13BFIEWN,TLL-13BFIEWN,泰式綠咖哩雞飯,Thai Green Curry Chicken Rice,聯發科行善,2024-12-25 14:56:29
260,TLL,泰辣辣,12DGPGIE,TLL-12DGPGIE,泰式打拋豬飯,Thai Basil Pork Rice,聯發科行善,2024-12-25 14:56:29
261,TLL,泰辣辣,93JCODJN,TLL-93JCODJN,泰式辣炒豬飯,Thai Spicy Stir-fried Pork Rice,聯發科行善,2024-12-25 14:56:29
262,TLL,泰辣辣,90MYHBFL,TLL-90MYHBFL,泰式辣炒雞飯,Thai Spicy Stir-fried Chicken Rice,聯發科行善,2024-12-25 14:56:29
263,TLL,泰辣辣,56LCCSYI,TLL-56LCCSYI,金錢蝦餅飯,Money Shrimp Cake Rice,聯發科行善,2024-12-25 14:56:29
264,JLD,雞老大,30ZAAHEH,JLD-30ZAAHEH,蔥油雞飯,Scallion Oil Chicken Rice,聯發科行善,2024-12-25 14:56:29
265,JLD,雞老大,22LLSOPM,JLD-22LLSOPM,塔香三杯雞飯,Basil Three-Cup Chicken Rice,聯發科行善,2024-12-25 14:56:29
266,JLD,雞老大,74WBLBNA,JLD-74WBLBNA,左宗棠雞飯,General Tso's Chicken Rice,聯發科行善,2024-12-25 14:56:29
267,JLD,雞老大,57OBPIOU,JLD-57OBPIOU,蒜泥灼白肉飯,Blanched Pork with Garlic Sauce Rice,聯發科行善,2024-12-25 14:56:29
268,JLD,雞老大,69DLYCNK,JLD-69DLYCNK,蔥爆炒牛肉飯,Stir-fried Green Onion Beef Rice,聯發科行善,2024-12-25 14:56:29
269,JLD,雞老大,82WKZPTB,JLD-82WKZPTB,四川紅油雞飯,Sichuan Red Oil Chicken Rice,聯發科行善,2024-12-25 14:56:29
270,ZJZMX,知己知米小資餐盒,28WNQSWQ,ZJZMX-28WNQSWQ,椒鹽嫩煎雞胸無飯高纖餐,Salt and Pepper Pan-fried Chicken Breast High Fiber Meal (No Rice),聯發科行善,2024-12-25 14:56:29
271,ZJZMX,知己知米小資餐盒,12BZMBGC,ZJZMX-12BZMBGC,餐餐都吃花生雞,Peanut Chicken Daily Set,聯發科行善,2024-12-25 14:56:29
272,ZJZMX,知己知米小資餐盒,32BSVISR,ZJZMX-32BSVISR,峇里島風沙嗲雞,Balinese Satay Chicken,聯發科行善,2024-12-25 14:56:29
273,ZJZMX,知己知米小資餐盒,47BQTYSB,ZJZMX-47BQTYSB,古早味蒜泥白肉,Traditional Garlic Pork Belly,聯發科行善,2024-12-25 14:56:29
274,ZJZMX,知己知米小資餐盒,35UEHEDW,ZJZMX-35UEHEDW,四川風味椒麻雞,Sichuan Style Pepper Chicken,聯發科行善,2024-12-25 14:56:29
275,ZJZMX,知己知米小資餐盒,22AIOMSQ,ZJZMX-22AIOMSQ,江戶壽喜燒菇菇(素),Edo Sukiyaki Mushroom (Vegetarian),聯發科行善,2024-12-25 14:56:29
276,YPJXX,一品金仙蝦捲飯,24MVLZBW,YPJXX-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發科行善,2024-12-25 14:56:29
277,YPJXX,一品金仙蝦捲飯,87HURJJZ,YPJXX-87HURJJZ,鮭魚飯,Salmon Rice,聯發科行善,2024-12-25 14:56:29
278,YPJXX,一品金仙蝦捲飯,79DUKIOW,YPJXX-79DUKIOW,炸排骨飯,Fried Pork Chop Rice,聯發科行善,2024-12-25 14:56:29
279,YPJXX,一品金仙蝦捲飯,72GRDKEL,YPJXX-72GRDKEL,豬腳飯,Braised Pork Knuckle Rice,聯發科行善,2024-12-25 14:56:29
280,YPJXX,一品金仙蝦捲飯,42EFHSRS,YPJXX-42EFHSRS,蜜汁雞排飯,Honey Glazed Chicken Cutlet Rice,聯發科行善,2024-12-25 14:56:29
281,YPJXX,一品金仙蝦捲飯,69SZXYPS,YPJXX-69SZXYPS,控肉飯,Braised Pork Belly Rice,聯發科行善,2024-12-25 14:56:29
282,MSHB,摩斯漢堡,99LPWTVI,MSHB-99LPWTVI,燒肉珍珠堡紅茶,Yakiniku Rice Burger + Black Tea,聯發科行善,2024-12-10 12:14:49
283,MSHB,摩斯漢堡,23SCVMEU,MSHB-23SCVMEU,海洋珍珠堡紅茶,Seafood Rice Burger + Black Tea,聯發科行善,2024-12-10 12:14:49
284,MSHB,摩斯漢堡,47FSVUYD,MSHB-47FSVUYD,薑燒珍珠堡紅茶,Ginger Pork Rice Burger + Black Tea,聯發科行善,2024-12-10 12:14:49
285,MSHB,摩斯漢堡,95YJUGPU,MSHB-95YJUGPU,摩斯炸蝦堡紅茶,MOS Shrimp Burger + Black Tea,聯發科行善,2024-12-10 12:14:49
286,MSHB,摩斯漢堡,96LBBGGS,MSHB-96LBBGGS,摩斯鱈魚堡紅茶,MOS Cod Fish Burger + Black Tea,聯發科行善,2024-12-10 12:14:49
287,MSHB,摩斯漢堡,21FXPPIT,MSHB-21FXPPIT,杏鮑菇珍珠堡紅茶,King Oyster Mushroom Pearl Burger with Black Tea,聯發科行善,2024-12-25 14:56:29
288,SWT,上味泰,38CWKSGP,SWT-38CWKSGP,打拋豬飯,Stir-fried Pork with Holy Basil Rice,聯發科行善,2024-12-25 14:56:29
289,SWT,上味泰,84LSDITN,SWT-84LSDITN,椒麻雞炒飯,Pepper Chicken Fried Rice,聯發科行善,2024-12-25 14:56:29
290,SWT,上味泰,37CIBBWV,SWT-37CIBBWV,泰式蝦仁炒河粉,Thai Shrimp Rice Noodles,聯發科行善,2024-12-25 14:56:29
291,SWT,上味泰,12WSVOXC,SWT-12WSVOXC,牛肉炒飯,Beef Fried Rice,聯發科行善,2024-12-25 14:56:29
292,SWT,上味泰,78XZPCOJ,SWT-78XZPCOJ,綠咖哩雞肉飯,Green Curry Chicken Rice,聯發科行善,2024-12-25 14:56:29
293,HBW,漢堡王,33UNZURB,HBW-33UNZURB,花生培根脆雞堡餐(配小辣薯球),Peanut Bacon Crispy Chicken Burger Set (with Small Spicy Potato Balls),聯發科行善,2024-12-25 14:56:29
294,HBW,漢堡王,53ZFQJCV,HBW-53ZFQJCV,雙起士培根牛肉堡餐(配小辣薯球),Double Cheese Bacon Burger Set (with Small Spicy Potato Balls),聯發科行善,2024-12-25 14:56:29
295,HBW,漢堡王,47WLRPAN,HBW-47WLRPAN,小華堡餐(配小薯條),Small Cheeseburger Set (with Small Fries),聯發科行善,2024-12-25 14:56:29
296,HBW,漢堡王,95OYOUSW,HBW-95OYOUSW,Q彈海老堡餐(配小薯條),Crispy Shrimp Burger Set (with Small Fries),聯發科行善,2024-12-25 14:56:29
297,HBW,漢堡王,59QHYEBA,HBW-59QHYEBA,雙層火烤牛堡餐(配小薯條),Double Grilled Beef Burger Set (with Small Fries),聯發科行善,2024-12-25 14:56:29
298,HBW,漢堡王,10YKRRAM,HBW-10YKRRAM,美式花生雙層脆雞堡餐(配小薯條),American Peanut Double Crispy Chicken Burger Set (with Small Fries),聯發科行善,2024-12-25 14:56:29
299,ZJZMX,知己知米小資餐盒,15OFYTZV,ZJZMX-15OFYTZV,椒鹽嫩煎雞胸無飯減脂地瓜餐,Salt and Pepper Pan-fried Chicken Breast with Sweet Potato (No Rice) Diet Meal,聯發科行善,2024-12-25 14:56:29
300,ZJZMX,知己知米小資餐盒,33CXGEHX,ZJZMX-33CXGEHX,義大利青醬嫩雞,Italian Pesto Tender Chicken,聯發科行善,2024-12-25 14:56:29
301,ZJZMX,知己知米小資餐盒,22OWLWIU,ZJZMX-22OWLWIU,法國人最愛凱薩雞,French Caesar Chicken,聯發科行善,2024-12-25 14:56:29
302,ZJZMX,知己知米小資餐盒,24NQHKMW,ZJZMX-24NQHKMW,日式燒豬五花丼,Japanese Grilled Pork Belly Don,聯發科行善,2024-12-25 14:56:29
303,YGCF,陽光廚房,32WIIQFJ,YGCF-32WIIQFJ,日式和風燒肉飯,Japanese Style BBQ Pork Rice,聯發科行善,2024-12-25 14:56:29
304,HMSRJ,黑米燒肉丼,92YJOIYY,HMSRJ-92YJOIYY,香烤鯖魚丼,Grilled Mackerel Don,聯發科行善,2024-12-25 14:56:29
305,BFYJ,八方雲集,64IMANWI,BFYJ-64IMANWI,招牌水餃十顆,Signature Dumplings 10pcs,聯發科行善,2024-12-25 14:56:29
306,HBW,漢堡王,49QYPZKC,HBW-49QYPZKC,原味國王大雞堡餐(配中洋蔥圈),Original King Chicken Burger Set (with Medium Onion Rings),聯發科行善,2024-12-25 14:56:29
307,JLD,雞老大,12DGPGIE,JLD-12DGPGIE,泰式打拋豬飯,Thai Basil Pork Rice,聯發科行善,2024-12-25 14:56:29
308,JLD,雞老大,61SZDZZP,JLD-61SZDZZP,紹興醉雞飯,Shaoxing Drunken Chicken Rice,聯發科行善,2024-12-25 14:56:29
309,JLD,雞老大,51QZCWON,JLD-51QZCWON,蒜油雞飯,Garlic Oil Chicken Rice,聯發科行善,2024-12-25 14:56:29
310,XTS,小台室,56YTMSBV,XTS-56YTMSBV,瓜仔肉飯麻油小雞湯,Minced Pork Rice with Sesame Oil Chicken Soup,聯發科行善,2024-12-25 14:56:29
311,XTS,小台室,36XXALUB,XTS-36XXALUB,瓜仔肉飯人蔘小雞湯,Minced Pork Rice with Ginseng Chicken Soup,聯發科行善,2024-12-25 14:56:29
312,XTS,小台室,86JYQCKZ,XTS-86JYQCKZ,秘香滷牛肉餐盒,Secret Braised Beef Bento,聯發科行善,2024-12-25 14:56:29
313,QHSL,齊亨燒臘,41YGRGKB,QHSL-41YGRGKB,蜜汁燒雞腿飯,Honey Glazed Chicken Leg Rice,聯發科行善,2024-12-25 14:56:29
314,WHM,五花馬,77VZJJPV,WHM-77VZJJPV,酸辣湯餃6粒,Hot and Sour Soup with Dumplings 6pcs,聯發科行善,2024-12-25 14:56:29
315,WHM,五花馬,18RFSIOE,WHM-18RFSIOE,韭黃鮮肉蒸餃7粒,Yellow Chive Pork Steamed Dumplings 7pcs,聯發科行善,2024-12-25 14:56:29
316,JDCH,啾蒂餐盒,12UEMJLP,JDCH-12UEMJLP,義式香草嫩舒肥雞-無飯,Italian Herb Tender Sous Vide Chicken (Without Rice),聯發科行善,2025-01-14 12:04:52
317,JDCH,啾蒂餐盒,95KDXQDC,JDCH-95KDXQDC,日式壽喜燒牛餐飯,Japanese Sukiyaki Beef Rice Meal,聯發科行善,2025-01-14 12:04:52
318,JDCH,啾蒂餐盒,89HWOKQW,JDCH-89HWOKQW,韓式泡菜豬飯,Korean Kimchi Pork Rice,聯發科行善,2025-01-14 12:04:52
319,JDCH,啾蒂餐盒,39MMHYJC,JDCH-39MMHYJC,蒲燒鯛魚飯,Grilled Sea Bream Rice,聯發科行善,2025-01-14 12:04:52
320,JDCH,啾蒂餐盒,74NQPRDQ,JDCH-74NQPRDQ,台式蔥爆雞柳飯,Taiwanese Scallion Stir-Fried Chicken Fillet Rice,聯發科行善,2025-01-14 12:04:52
321,JDCH,啾蒂餐盒,10RSHMWI,JDCH-10RSHMWI,蔬食紫米丼飯,Vegetarian Purple Rice Bowl,聯發科行善,2025-01-14 12:04:52
322,HDSF,紅豆食府,00AMBVIM,HDSF-00AMBVIM,咕咾酥肉便當,Sweet and Sour Crispy Pork Lunch Box,聯發科行善,2025-01-14 12:04:52
323,HDSF,紅豆食府,73ACCOUS,HDSF-73ACCOUS,紅燒獅子頭便當,Braised Lion's Head Meatball Lunch Box,聯發科行善,2025-01-14 12:04:52
324,HDSF,紅豆食府,59VLZKAW,HDSF-59VLZKAW,左宗棠雞便當,General Tso's Chicken Lunch Box,聯發科行善,2025-01-14 12:04:52
325,HDSF,紅豆食府,47PPBYBM,HDSF-47PPBYBM,宮保雞丁便當,Kung Pao Chicken Lunch Box,聯發科行善,2025-01-14 12:04:52
