序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
162,LJHNJ,林記海南雞飯,71UELEVK,LJHNJ-71UELEVK,海南雞飯,Hainanese Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
163,LJHNJ,林記海南雞飯,65SCMAVB,LJHNJ-65SCMAVB,海南雞腿飯,Hainanese Chicken Leg Rice,聯發科瑞光,2024-12-10 12:14:49
164,LJHNJ,林記海南雞飯,10XQLESE,LJHNJ-10XQLESE,肉骨茶飯,Bak Kut Teh Rice,聯發科瑞光,2024-12-10 12:14:49
165,LJHNJ,林記海南雞飯,60HFDYEH,LJHNJ-60HFDYEH,餐肉蛋公仔湯麵,Luncheon Meat with Egg Instant Noodle Soup,聯發科瑞光,2024-12-10 12:14:49
166,NLXJ,能量小姐,05GYOAPO,NLXJ-05GYOAPO,能-香滷雞腿-無飯,Neng - Braised Chicken Leg (No Rice),聯發科瑞光,2024-12-10 12:14:49
167,NLXJ,能量小姐,82MGFFWU,NLXJ-82MGFFWU,能-麻香口水雞,Neng - Sichuan Spicy Chicken (Mouth-Watering Chicken),聯發科瑞光,2024-12-10 12:14:49
168,NLXJ,能量小姐,14TZOKBY,NLXJ-14TZOKBY,能-日式壽喜牛,Neng - Japanese Sukiyaki Beef,聯發科瑞光,2024-12-10 12:14:49
169,NLXJ,能量小姐,80SWFZVG,NLXJ-80SWFZVG,能-泡菜豬里肌,Neng - Kimchi Pork Tenderloin,聯發科瑞光,2024-12-10 12:14:49
170,FCSL,鳳城燒臘,98NWUTOO,FCSL-98NWUTOO,燒肉油雞飯,Roasted Pork with Oil-Braised Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
171,FCSL,鳳城燒臘,52BIDAWF,FCSL-52BIDAWF,xo醬叉燒公仔麵,XO Sauce Char Siu Instant Noodles,聯發科瑞光,2024-12-10 12:14:49
172,HBW,漢堡王,10QVQKWM,HBW-10QVQKWM,花生培根脆雞堡餐(配中洋蔥圈),Peanut Bacon Crispy Chicken Burger Set (with Medium Onion Rings),聯發科瑞光,2024-12-10 12:14:49
173,HBW,漢堡王,03NJKUOB,HBW-03NJKUOB,Q彈海老堡餐(配中洋蔥圈),Q-Texture Shrimp Burger Set (with Medium Onion Rings),聯發科瑞光,2024-12-10 12:14:49
174,HBW,漢堡王,88VNZCSP,HBW-88VNZCSP,雙層火烤牛堡餐(配中洋蔥圈),Double Layer Grilled Beef Burger Set (with Medium Onion Rings),聯發科瑞光,2024-12-10 12:14:49
175,HBW,漢堡王,11OGRAOC,HBW-11OGRAOC,小華堡餐(配中洋蔥圈),Small Burger Set (with Medium Onion Rings),聯發科瑞光,2024-12-10 12:14:49
176,HBW,漢堡王,06GIWJZJ,HBW-06GIWJZJ,勁濃培根烤腿堡餐(配中洋蔥圈),Rich Bacon Grilled Chicken Leg Burger Set (with Medium Onion Rings),聯發科瑞光,2024-12-10 12:14:49
177,HBW,漢堡王,10WPMZEF,HBW-10WPMZEF,原味國王大雞堡餐（配小薯條）,Original King Size Chicken Burger Set (with Small Fries),聯發科瑞光,2024-12-10 12:14:49
178,HBW,漢堡王,52NCXBWG,HBW-52NCXBWG,雙起士培根牛肉堡餐(配中洋蔥圈),Double Cheese Bacon Beef Burger Set (with Medium Onion Rings),聯發科瑞光,2024-12-10 12:14:49
179,KST,咖食堂,37FZWVTA,KST-37FZWVTA,雞肉咖哩乾烏龍麵,Chicken Curry Dry Udon,聯發科瑞光,2024-12-10 12:14:49
180,KST,咖食堂,53YGBMPC,KST-53YGBMPC,咖哩雞腿丁飯,Curry Chicken Rice,聯發科瑞光,2024-12-10 12:14:49
181,KST,咖食堂,82KKTJFR,KST-82KKTJFR,牛肉烏龍麵,Beef Udon Noodles,聯發科瑞光,2024-12-10 12:14:49
182,TTKRF,天天烤肉飯,17TWFRED,TTKRF-17TWFRED,老滷雞腿飯,Traditional Braised Chicken Leg Rice,聯發科瑞光,2024-12-10 12:14:49
183,WT,悟饕,10IUCGYM,WT-10IUCGYM,椒麻雞腿飯包,Pepper Chicken Leg Rice Box,聯發科瑞光,2024-12-10 12:14:49
184,WT,悟饕,51SIZQDU,WT-51SIZQDU,直火烤肉飯包,Direct-Grilled Pork Rice Box,聯發科瑞光,2024-12-10 12:14:49
185,WT,悟饕,69DAXYDI,WT-69DAXYDI,糖燻烤雞腿飯包,Sugar-Smoked Grilled Chicken Leg Rice Box,聯發科瑞光,2024-12-10 12:14:49
186,ZJL,豬腳蓮,42JNBHAG,ZJL-42JNBHAG,腿庫飯,Braised Pork Leg Rice,聯發科瑞光,2024-12-10 12:14:49
187,ZJL,豬腳蓮,45GUOJNN,ZJL-45GUOJNN,清蒸多利魚飯,Steamed Dover Sole Fish Rice,聯發科瑞光,2024-12-10 12:14:49
188,ZJL,豬腳蓮,54LKJYUX,ZJL-54LKJYUX,雙拼飯,Mixed Double Rice,聯發科瑞光,2024-12-10 12:14:49
189,XTS,小台室,99CZOOJV,XTS-99CZOOJV,紐澳良雞腿排餐盒,New Orleans Chicken Cutlet Bento,聯發科瑞光,2024-12-10 12:14:49
190,XTS,小台室,36TQKLVY,XTS-36TQKLVY,香蒜排骨酥餐盒,Garlic Pork Rib Bento,聯發科瑞光,2024-12-10 12:14:49
191,XTS,小台室,73MBEJJH,XTS-73MBEJJH,蔥油雞絲餐盒,Green Onion Oil Chicken Strips Bento,聯發科瑞光,2024-12-10 12:14:49
192,XTS,小台室,98DSJKTN,XTS-98DSJKTN,泰式檸檬魚餐盒,Thai Lemon Fish Bento,聯發科瑞光,2024-12-10 12:14:49
193,XTS,小台室,18SXRIZZ,XTS-18SXRIZZ,瓜仔肉飯原味小雞湯,Melon Pork Rice with Original Chicken Soup,聯發科瑞光,2024-12-10 12:14:49
194,XTS,小台室,82YDABRW,XTS-82YDABRW,瓜仔肉飯餐盒,Melon Pork Rice Bento,聯發科瑞光,2024-12-10 12:14:49
195,HFKY,伙房烤魚,17XQCXQY,HFKY-17XQCXQY,金湯酸菜豬五花小火鍋,Golden Soup Pickled Cabbage & Pork Belly Hot Pot,聯發科瑞光,2024-12-10 12:14:49
196,HFKY,伙房烤魚,87ASGGXZ,HFKY-87ASGGXZ,麻辣水煮魚小火鍋,Spicy Poached Fish Hot Pot,聯發科瑞光,2024-12-10 12:14:49
197,YGCF,陽光廚房,56AYMWOY,YGCF-56AYMWOY,美味蛋黃燉肉,Delicious Salted Egg Braised Pork,聯發科瑞光,2024-12-10 12:14:49
198,YGCF,陽光廚房,58WVARTG,YGCF-58WVARTG,蔥爆香嫩牛肉,Stir-Fried Beef with Scallions,聯發科瑞光,2024-12-10 12:14:49
199,YGCF,陽光廚房,23JEPTGD,YGCF-23JEPTGD,川味宮保雞丁,Sichuan Kung Pao Chicken,聯發科瑞光,2024-12-10 12:14:49
200,YGCF,陽光廚房,33UDKCCD,YGCF-33UDKCCD,可口香酥豬排,Crispy Pork Cutlet,聯發科瑞光,2024-12-10 12:14:49
201,YGCF,陽光廚房,86XXBHOX,YGCF-86XXBHOX,香蔥京醬肉絲,Green Onion Beijing-Style Shredded Pork,聯發科瑞光,2024-12-10 12:14:49
202,YGCF,陽光廚房,31HBIDNA,YGCF-31HBIDNA,御品三杯雞,Royal Three-Cup Chicken,聯發科瑞光,2024-12-10 12:14:49
203,YGCF,陽光廚房,40PDOPLH,YGCF-40PDOPLH,珍味紅燒鯛魚,Braised Sea Bream,聯發科瑞光,2024-12-10 12:14:49
204,LJHNJ,林記海南雞飯,70SQOZWM,LJHNJ-70SQOZWM,日式炸豬排,Japanese Pork Cutlet,聯發科瑞光,2024-12-10 12:14:49
205,LJHNJ,林記海南雞飯,88PVHGAM,LJHNJ-88PVHGAM,日式鹽烤鯖魚飯,Japanese Salt-Grilled Mackerel Rice,聯發科瑞光,2024-12-10 12:14:49
206,LJHNJ,林記海南雞飯,60CBVJQV,LJHNJ-60CBVJQV,砂鍋獅子頭飯,Clay Pot Lion's Head Meatball Rice,聯發科瑞光,2024-12-10 12:14:49
207,LJHNJ,林記海南雞飯,17NCCWRF,LJHNJ-17NCCWRF,香烤檸香雞腿排,Grilled Lemon Chicken Leg Cutlet,聯發科瑞光,2024-12-10 12:14:49
208,LJHNJ,林記海南雞飯,08RGXPXJ,LJHNJ-08RGXPXJ,川蜀牛肉飯,Sichuan Beef Rice,聯發科瑞光,2024-12-10 12:14:49
209,JJPG,金金排骨,17CNCYSS,JJPG-17CNCYSS,金金蝦捲飯,Golden Shrimp Roll Rice,聯發科瑞光,2024-12-10 12:14:49
210,XTS,小台室,36EMSCWM,XTS-36EMSCWM,瓜仔肉飯鳳梨苦瓜小雞湯,Minced Pork Rice + Pineapple Bitter Gourd Chicken Soup,聯發科瑞光,2024-12-10 12:14:49
211,XTS,小台室,59JPYNYD,XTS-59JPYNYD,瓜仔肉飯蒜頭小雞湯,Minced Pork Rice + Garlic Chicken Soup,聯發科瑞光,2024-12-10 12:14:49
212,BFYJ,八方雲集,84XEOKZQ,BFYJ-84XEOKZQ,招牌乾麵酸辣湯,Signature Dry Noodles with Hot and Sour Soup,聯發科瑞光,2024-12-10 12:14:49
213,BFYJ,八方雲集,50FGQMZU,BFYJ-50FGQMZU,鮮蝦水餃十顆,Fresh Shrimp Dumplings (10 pieces),聯發科瑞光,2024-12-10 12:14:49
214,BFYJ,八方雲集,24VKOFIY,BFYJ-24VKOFIY,韓式辣味水餃十顆,Korean Spicy Dumplings (10 pieces),聯發科瑞光,2024-12-10 12:14:49
215,ZJL,豬腳蓮,21MSYPUX,ZJL-21MSYPUX,滷排骨飯,Braised Pork Chop Rice,聯發科瑞光,2024-12-10 12:14:49
216,LJHNJ,林記海南雞飯,92HURGKP,LJHNJ-92HURGKP,泰式甜辣雞,Thai Sweet & Spicy Chicken,聯發科瑞光,2024-12-10 12:14:49
217,GLHZ,給力盒子,15YESFLM,GLHZ-15YESFLM,樹子清蒸鱸魚,Steamed Sea Bass with Preserved Plum,聯發科瑞光,2024-12-10 12:14:49
218,GLHZ,給力盒子,08EHZCTF,GLHZ-08EHZCTF,和風照燒豬肉片,Japanese Style Teriyaki Pork Slices,聯發科瑞光,2024-12-25 14:56:29
219,GLHZ,給力盒子,91BPHXHE,GLHZ-91BPHXHE,南加州烤雞腿,Southern California Grilled Chicken Leg,聯發科瑞光,2024-12-25 14:56:29
220,BSK,必勝客,89GYQRPN,BSK-89GYQRPN,鐵板雙牛個人披薩原萃無糖綠茶,Double Beef Personal Pizza with Original Sugar-free Green Tea,聯發科瑞光,2024-12-25 14:56:29
221,BSK,必勝客,11FNRCJX,BSK-11FNRCJX,夏威夷個人披薩原萃無糖綠茶,Hawaiian Personal Pizza with Original Sugar-free Green Tea,聯發科瑞光,2024-12-25 14:56:29
222,BSK,必勝客,62DSNLXT,BSK-62DSNLXT,蔬食總匯個人披薩原萃無糖綠茶,Vegetarian Deluxe Personal Pizza with Original Sugar-free Green Tea,聯發科瑞光,2024-12-25 14:56:29
223,BSK,必勝客,41KBUHUH,BSK-41KBUHUH,韓式泡菜燒肉個人披薩原萃無糖綠茶,Korean Kimchi BBQ Pork Personal Pizza with Original Sugar-free Green Tea,聯發科瑞光,2024-12-25 14:56:29
224,BSK,必勝客,98ZVOBMB,BSK-98ZVOBMB,雙層美式臘腸個人披薩原萃無糖綠茶,Double American Sausage Personal Pizza with Original Sugar-free Green Tea,聯發科瑞光,2024-12-25 14:56:29
225,HFKY,伙房烤魚,72ANFQXE,HFKY-72ANFQXE,黑椒豬肉飯,Black Pepper Pork Rice,聯發科瑞光,2024-12-25 14:56:29
226,HFKY,伙房烤魚,33FVRPCY,HFKY-33FVRPCY,紐澳良炸雞腿飯,New Orleans Fried Chicken Leg Rice,聯發科瑞光,2024-12-25 14:56:29
227,HXZ,鬍鬚張,21UMLDLJ,HXZ-21UMLDLJ,雞肉飯便當安心鴨蛋,Chicken Rice Bento with Duck Egg,聯發科瑞光,2024-12-25 14:56:29
228,HXZ,鬍鬚張,15THQUOJ,HXZ-15THQUOJ,魯肉飯便當香酥炸雞,Braised Pork Rice Bento with Crispy Fried Chicken,聯發科瑞光,2024-12-25 14:56:29
229,SUBWA,SUBWAY,77CXQLDT,SUBWA-77CXQLDT,辣牛沙拉捲餅,Spicy Beef Salad Wrap,聯發科瑞光,2024-12-10 12:14:49
230,SUBWA,SUBWAY,72AMJPAO,SUBWA-72AMJPAO,鮮嫩雞柳沙拉,Tender Chicken Strip Salad,聯發科瑞光,2024-12-10 12:14:49
231,WT,悟饕,84MVLVJD,WT-84MVLVJD,黃金豬排飯包,Golden Pork Cutlet Rice Bowl,聯發科瑞光,2024-12-25 14:56:29
232,WT,悟饕,74TKWEEM,WT-74TKWEEM,悟饕經典排骨飯包,Signature Pork Chop Rice Box,聯發科瑞光,2024-12-10 12:14:49
233,ZJL,豬腳蓮,50MDHBYG,ZJL-50MDHBYG,乾煎鯖魚飯,Pan-fried Mackerel Rice,聯發科瑞光,2024-12-25 14:56:29
234,QHSL,齊亨燒臘,12PFQOXN,QHSL-12PFQOXN,紅麴叉燒飯,Red Yeast BBQ Pork Rice,聯發科瑞光,2024-12-25 14:56:29
235,QHSL,齊亨燒臘,41YGRGKB,QHSL-41YGRGKB,蜜汁燒雞腿飯,Honey Glazed Chicken Leg Rice,聯發科瑞光,2024-12-25 14:56:29
236,WHM,五花馬,77VZJJPV,WHM-77VZJJPV,酸辣湯餃6粒,Hot and Sour Soup with Dumplings 6pcs,聯發科瑞光,2024-12-25 14:56:29
237,WHM,五花馬,97XKDRVK,WHM-97XKDRVK,豬肉捲餅,Pork Roll Pancake,聯發科瑞光,2024-12-25 14:56:29
238,WHM,五花馬,56GKFEBY,WHM-56GKFEBY,牛肉韭菜水餃10粒,Beef and Chive Dumplings (10 pieces),聯發科瑞光,2024-12-10 12:14:49
239,SJBD,食吉便當,29KGKPFR,SJBD-29KGKPFR,義式香料雞胸-無飯,Italian Herb Chicken Breast (No Rice),聯發科瑞光,2024-12-25 14:56:29
240,SJBD,食吉便當,24WGGZXF,SJBD-24WGGZXF,港式舒肥叉燒,Hong Kong Style Sous-vide BBQ Pork,聯發科瑞光,2024-12-25 14:56:29
241,SJBD,食吉便當,14ELRPBD,SJBD-14ELRPBD,日式醬燒豬肉,Japanese Glazed Pork,聯發科瑞光,2024-12-25 14:56:29
242,SJBD,食吉便當,98ZTIPDR,SJBD-98ZTIPDR,韓式蜂蜜辣雞,Korean Honey Spicy Chicken,聯發科瑞光,2024-12-25 14:56:29
243,SJBD,食吉便當,40WXQPOK,SJBD-40WXQPOK,和風蒲燒鯛魚,Japanese Style Grilled Sea Bream,聯發科瑞光,2024-12-25 14:56:29
244,SJBD,食吉便當,94KZOJFV,SJBD-94KZOJFV,蔬食健康餐盒,Healthy Vegetarian Bento,聯發科瑞光,2024-12-25 14:56:29
245,HMSRJ,黑米燒肉丼,71MMLXSS,HMSRJ-71MMLXSS,梅花燒肉丼,Marbled Pork BBQ Don,聯發科瑞光,2024-12-25 14:56:29
246,HMSRJ,黑米燒肉丼,85ALHCHA,HMSRJ-85ALHCHA,豬排燒肉丼,Pork Cutlet BBQ Don,聯發科瑞光,2024-12-25 14:56:29
247,HMSRJ,黑米燒肉丼,47PICZTG,HMSRJ-47PICZTG,親子丼,Parent and Child Don (Oyakodon),聯發科瑞光,2024-12-25 14:56:29
248,HMSRJ,黑米燒肉丼,30YFERRN,HMSRJ-30YFERRN,霜降牛燒肉丼,Marbled Beef BBQ Don,聯發科瑞光,2024-12-25 14:56:29
249,HMSRJ,黑米燒肉丼,55WPSUSF,HMSRJ-55WPSUSF,照燒雞腿丼,Teriyaki Chicken Leg Don,聯發科瑞光,2024-12-25 14:56:29
250,HMSRJ,黑米燒肉丼,71LFVIIA,HMSRJ-71LFVIIA,素食便當,Vegetarian Bento,聯發科瑞光,2024-12-25 14:56:29
251,BFYJ,八方雲集,57TGJQJI,BFYJ-57TGJQJI,招牌水餃12顆,Signature Dumplings 12pcs,聯發科瑞光,2024-12-25 14:56:29
252,BFYJ,八方雲集,40HCMLGQ,BFYJ-40HCMLGQ,招牌鍋貼12顆,Signature Pot Stickers 12pcs,聯發科瑞光,2024-12-25 14:56:29
253,SUBWA,SUBWAY,58SYLMJS,SUBWA-58SYLMJS,義大利牛肉丸6吋,Italian Meatball 6-inch,聯發科瑞光,2024-12-25 14:56:29
254,SUBWA,SUBWAY,69YAPIAK,SUBWA-69YAPIAK,鮪魚6吋,Tuna (6-inch),聯發科瑞光,2024-12-10 12:14:49
255,SUBWA,SUBWAY,47ZKEDGT,SUBWA-47ZKEDGT,嫩雞沙拉捲餅,Tender Chicken Salad Wrap,聯發科瑞光,2024-12-10 12:14:49
256,MJ,MAKOTO丼,62RMQVKC,MJ-62RMQVKC,招牌牛肉便當,Signature Beef Bento Box,聯發科瑞光,2024-12-25 14:56:29
257,MJ,MAKOTO丼,35XUTUGB,MJ-35XUTUGB,薄鹽鯖魚便當,Lightly Salted Mackerel Bento Box,聯發科瑞光,2024-12-25 14:56:29
258,MJ,MAKOTO丼,18GQZHQE,MJ-18GQZHQE,醬燒雞肉便當,Braised Chicken with Sauce Bento Box,聯發科瑞光,2024-12-25 14:56:29
259,MJ,MAKOTO丼,59TPSJRG,MJ-59TPSJRG,蔥香豚丼,Pork Bowl with Green Onion,聯發科瑞光,2024-12-25 14:56:29
260,MJ,MAKOTO丼,95LALFTR,MJ-95LALFTR,滑蛋牛丼,Beef Bowl with Scrambled Egg,聯發科瑞光,2024-12-25 14:56:29
261,MJ,MAKOTO丼,81IZMPRY,MJ-81IZMPRY,炙燒明太子豚丼,Grilled Pork Bowl with Mentaiko,聯發科瑞光,2024-12-25 14:56:29
262,XYKRF,鑫野烤肉飯,81JWTEDY,XYKRF-81JWTEDY,烤肉飯,BBQ Pork Rice,聯發科瑞光,2024-12-25 14:56:29
263,XYKRF,鑫野烤肉飯,05QRGOHM,XYKRF-05QRGOHM,烤牛五花飯,Grilled Beef Short Plate Rice,聯發科瑞光,2024-12-25 14:56:29
264,XYKRF,鑫野烤肉飯,72LBCUGS,XYKRF-72LBCUGS,豪大雞排飯,Big Crispy Chicken Cutlet Rice,聯發科瑞光,2024-12-25 14:56:29
265,XYKRF,鑫野烤肉飯,21MWMEAG,XYKRF-21MWMEAG,烤雞柳飯,Grilled Chicken Tender Rice,聯發科瑞光,2024-12-25 14:56:29
266,XYKRF,鑫野烤肉飯,45BOGRLD,XYKRF-45BOGRLD,烤五花肉飯,Grilled Pork Belly Rice,聯發科瑞光,2024-12-25 14:56:29
267,XYKRF,鑫野烤肉飯,78OARUQX,XYKRF-78OARUQX,烤雞腿飯,Grilled Chicken Leg Rice,聯發科瑞光,2024-12-25 14:56:29
268,KST,咖食堂,31DCCQUG,KST-31DCCQUG,咖哩豬排飯,Curry Pork Cutlet Rice,聯發科瑞光,2024-12-25 14:56:29
269,KST,咖食堂,39FNMEKV,KST-39FNMEKV,雞肉烏龍麵,Chicken Udon,聯發科瑞光,2024-12-25 14:56:29
270,YGCF,陽光廚房,36NKRAQR,YGCF-36NKRAQR,美味蛋黃燉肉飯,Delicious Egg Yolk Braised Pork Rice,聯發科瑞光,2024-12-25 14:56:29
271,YGCF,陽光廚房,13XZOOCT,YGCF-13XZOOCT,蔥爆香嫩牛肉飯,Green Onion Stir-fried Tender Beef Rice,聯發科瑞光,2024-12-25 14:56:29
272,YGCF,陽光廚房,48MKTHAV,YGCF-48MKTHAV,珍味紅燒鯛魚飯,Premium Braised Sea Bream Rice,聯發科瑞光,2024-12-25 14:56:29
273,YGCF,陽光廚房,17ORKXSR,YGCF-17ORKXSR,可口雞排飯,Tasty Chicken Cutlet Rice,聯發科瑞光,2024-12-25 14:56:29
274,YGCF,陽光廚房,82EDEYLT,YGCF-82EDEYLT,御品三杯雞飯,Royal Three-Cup Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
275,YGCF,陽光廚房,18PYZMXV,YGCF-18PYZMXV,素炒飯,Vegetarian Fried Rice,聯發科瑞光,2024-12-25 14:56:29
276,LJHNJ,林記海南雞飯,41YYCUWS,LJHNJ-41YYCUWS,泰式甜辣雞飯,Thai Sweet and Spicy Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
277,LJHNJ,林記海南雞飯,77IXCLXW,LJHNJ-77IXCLXW,香烤檸香腿排,Grilled Lemon Chicken Leg,聯發科瑞光,2024-12-25 14:56:29
278,KDJ,肯德基,30DOUOWF,KDJ-30DOUOWF,吮指雙雞 絕配餐,Finger Lickin' Double Chicken Perfect Set,聯發科瑞光,2024-12-25 14:56:29
279,KDJ,肯德基,18NQNEXI,KDJ-18NQNEXI,花生熔岩卡啦雞腿堡 經典餐,Peanut Lava Crispy Chicken Leg Burger Classic Set,聯發科瑞光,2024-12-25 14:56:29
280,TLL,泰辣辣,51TYEYHX,TLL-51TYEYHX,泰式紅咖喱雞飯,Thai Red Curry Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
281,TLL,泰辣辣,13BFIEWN,TLL-13BFIEWN,泰式綠咖哩雞飯,Thai Green Curry Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
282,TLL,泰辣辣,12DGPGIE,TLL-12DGPGIE,泰式打拋豬飯,Thai Basil Pork Rice,聯發科瑞光,2024-12-25 14:56:29
283,TLL,泰辣辣,93JCODJN,TLL-93JCODJN,泰式辣炒豬飯,Thai Spicy Stir-fried Pork Rice,聯發科瑞光,2024-12-25 14:56:29
284,TLL,泰辣辣,90MYHBFL,TLL-90MYHBFL,泰式辣炒雞飯,Thai Spicy Stir-fried Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
285,TLL,泰辣辣,56LCCSYI,TLL-56LCCSYI,金錢蝦餅飯,Money Shrimp Cake Rice,聯發科瑞光,2024-12-25 14:56:29
286,JLD,雞老大,30ZAAHEH,JLD-30ZAAHEH,蔥油雞飯,Scallion Oil Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
287,JLD,雞老大,22LLSOPM,JLD-22LLSOPM,塔香三杯雞飯,Basil Three-Cup Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
288,JLD,雞老大,74WBLBNA,JLD-74WBLBNA,左宗棠雞飯,General Tso's Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
289,JLD,雞老大,57OBPIOU,JLD-57OBPIOU,蒜泥灼白肉飯,Blanched Pork with Garlic Sauce Rice,聯發科瑞光,2024-12-25 14:56:29
290,JLD,雞老大,69DLYCNK,JLD-69DLYCNK,蔥爆炒牛肉飯,Stir-fried Green Onion Beef Rice,聯發科瑞光,2024-12-25 14:56:29
291,JLD,雞老大,82WKZPTB,JLD-82WKZPTB,四川紅油雞飯,Sichuan Red Oil Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
292,LHJCH,李鴻記餐盒,15OFYTZV,LHJCH-15OFYTZV,椒鹽嫩煎雞胸無飯減脂地瓜餐,Salt and Pepper Pan-fried Chicken Breast with Sweet Potato (No Rice) Diet Meal,聯發科瑞光,2024-12-25 14:56:29
293,LHJCH,李鴻記餐盒,20CBVQTS,LHJCH-20CBVQTS,日式胡麻嫩雞,Japanese Sesame Tender Chicken,聯發科瑞光,2024-12-25 14:56:29
294,LHJCH,李鴻記餐盒,98CQDSKV,LHJCH-98CQDSKV,日式醬燒豬五花,Japanese Glazed Pork Belly,聯發科瑞光,2024-12-25 14:56:29
295,LHJCH,李鴻記餐盒,30HRRHMB,LHJCH-30HRRHMB,嫩煎豬佐日式胡麻醬,Pan-fried Pork with Japanese Sesame Sauce,聯發科瑞光,2024-12-25 14:56:29
296,LHJCH,李鴻記餐盒,13MPRPXX,LHJCH-13MPRPXX,嫩煎豬佐橙香柚子醬,Pan-fried Pork with Orange Citrus Sauce,聯發科瑞光,2024-12-25 14:56:29
297,LHJCH,李鴻記餐盒,30EEEOFQ,LHJCH-30EEEOFQ,義式綜合野菇(素),Italian Mixed Mushrooms (Vegetarian),聯發科瑞光,2024-12-25 14:56:29
298,YPJXX,一品金仙蝦捲飯,08HDYORJ,YPJXX-08HDYORJ,卡啦香雞排飯,Crispy Chicken Cutlet Rice,聯發科瑞光,2024-12-25 14:56:29
299,YPJXX,一品金仙蝦捲飯,58CRCUZS,YPJXX-58CRCUZS,鱈魚飯,Cod Fish Rice,聯發科瑞光,2024-12-25 14:56:29
300,YPJXX,一品金仙蝦捲飯,21MSYPUX,YPJXX-21MSYPUX,滷排骨飯,Braised Pork Chop Rice,聯發科瑞光,2024-12-25 14:56:29
301,YPJXX,一品金仙蝦捲飯,25DQOYFB,YPJXX-25DQOYFB,蝦捲飯,Shrimp Roll Rice,聯發科瑞光,2024-12-25 14:56:29
302,YPJXX,一品金仙蝦捲飯,50QNTUSO,YPJXX-50QNTUSO,牛腩飯,Beef Brisket Rice,聯發科瑞光,2024-12-25 14:56:29
303,YPJXX,一品金仙蝦捲飯,55IUSKPB,YPJXX-55IUSKPB,炸雞腿飯,Fried Chicken Leg Rice,聯發科瑞光,2024-12-25 14:56:29
304,MSHB,摩斯漢堡,99LPWTVI,MSHB-99LPWTVI,燒肉珍珠堡紅茶,Yakiniku Rice Burger + Black Tea,聯發科瑞光,2024-12-10 12:14:49
305,MSHB,摩斯漢堡,23SCVMEU,MSHB-23SCVMEU,海洋珍珠堡紅茶,Seafood Rice Burger + Black Tea,聯發科瑞光,2024-12-10 12:14:49
306,MSHB,摩斯漢堡,47FSVUYD,MSHB-47FSVUYD,薑燒珍珠堡紅茶,Ginger Pork Rice Burger + Black Tea,聯發科瑞光,2024-12-10 12:14:49
307,MSHB,摩斯漢堡,95YJUGPU,MSHB-95YJUGPU,摩斯炸蝦堡紅茶,MOS Shrimp Burger + Black Tea,聯發科瑞光,2024-12-10 12:14:49
308,MSHB,摩斯漢堡,96LBBGGS,MSHB-96LBBGGS,摩斯鱈魚堡紅茶,MOS Cod Fish Burger + Black Tea,聯發科瑞光,2024-12-10 12:14:49
309,MSHB,摩斯漢堡,21FXPPIT,MSHB-21FXPPIT,杏鮑菇珍珠堡紅茶,King Oyster Mushroom Pearl Burger with Black Tea,聯發科瑞光,2024-12-25 14:56:29
310,SJBD,食吉便當,52PYELRC,SJBD-52PYELRC,舒肥青醬雞胸無飯,Sous-vide Pesto Chicken Breast (No Rice),聯發科瑞光,2024-12-25 14:56:29
311,SJBD,食吉便當,32MMVEKH,SJBD-32MMVEKH,泰式打拋雞肉,Thai Basil Chicken,聯發科瑞光,2024-12-25 14:56:29
312,SJBD,食吉便當,26MZBLPN,SJBD-26MZBLPN,蒜香低脂豬肉,Garlic Low-fat Pork,聯發科瑞光,2024-12-25 14:56:29
313,SJBD,食吉便當,02VRXIWR,SJBD-02VRXIWR,泰式檸檬雞胸,Thai Lemon Chicken Breast,聯發科瑞光,2024-12-25 14:56:29
314,SWT,上味泰,32MMUOBS,SWT-32MMUOBS,椒麻雞飯,Pepper Chicken Rice,聯發科瑞光,2024-12-25 14:56:29
315,SWT,上味泰,69QEMXUP,SWT-69QEMXUP,鳳梨蝦仁炒飯,Pineapple Shrimp Fried Rice,聯發科瑞光,2024-12-25 14:56:29
316,SWT,上味泰,53SLGSXZ,SWT-53SLGSXZ,泰式牛肉炒河粉,Thai Beef Rice Noodles,聯發科瑞光,2024-12-25 14:56:29
317,SWT,上味泰,58UVDDEF,SWT-58UVDDEF,排骨炒飯,Pork Chop Fried Rice,聯發科瑞光,2024-12-25 14:56:29
318,SWT,上味泰,38CWKSGP,SWT-38CWKSGP,打拋豬飯,Stir-fried Pork with Holy Basil Rice,聯發科瑞光,2024-12-25 14:56:29
319,HBW,漢堡王,49QYPZKC,HBW-49QYPZKC,原味國王大雞堡餐(配中洋蔥圈),Original King Chicken Burger Set (with Medium Onion Rings),聯發科瑞光,2024-12-25 14:56:29
