序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
159,BSK,必勝客,36PGNKED,BSK-36PGNKED,蔬食總匯個人披薩無糖綠茶,Vegetarian Deluxe Personal Pizza + Sugar-Free Green Tea,聯發太陽廣場,2024-12-10 12:14:49
160,QJTJR,奇雞土雞肉飯,92ZZUWDW,QJTJR-92ZZUWDW,招牌冠軍土鷄肉餐盒,Signature Champion Free-range Chicken Bento,聯發太陽廣場,2025-02-19 15:24:08
161,QJTJR,奇鷄土鷄肉飯,76DDPTEL,QJTJR-76DDPTEL,冠軍單翅餐,Champion Single Wing Meal,聯發太陽廣場,2025-01-14 12:04:52
162,QJTJR,奇雞土雞肉飯,02BKTVYX,QJTJR-02BKTVYX,烏骨土雞肉飯餐盒,Black-bone Free-range Chicken Rice Bento,聯發太陽廣場,2025-02-19 15:24:08
163,QJTJR,奇雞土雞肉飯,15BUXUOZ,QJTJR-15BUXUOZ,輕量級土雞肉蛋飯,Light Free-range Chicken with Egg Rice,聯發太陽廣場,2025-02-19 15:24:08
164,QJTJR,奇雞土雞肉飯,73YAWNOA,QJTJR-73YAWNOA,土雞丸雞湯,Free-range Chicken Meatball Soup,聯發太陽廣場,2025-02-19 15:24:08
165,QJTJR,奇雞土雞肉飯,63VIPKKY,QJTJR-63VIPKKY,宮保雞丁餐,Kung Pao Chicken Set,聯發太陽廣場,2025-02-19 15:24:08
166,HMSRJ,黑米燒肉丼,71MMLXSS,HMSRJ-71MMLXSS,梅花燒肉丼,Marbled Pork BBQ Don,聯發太陽廣場,2024-12-25 14:56:29
167,HMSRJ,黑米燒肉丼,47PICZTG,HMSRJ-47PICZTG,親子丼,Parent and Child Don (Oyakodon),聯發太陽廣場,2024-12-25 14:56:29
168,HMSRJ,黑米燒肉丼,30YFERRN,HMSRJ-30YFERRN,霜降牛燒肉丼,Marbled Beef BBQ Don,聯發太陽廣場,2024-12-25 14:56:29
169,HMSRJ,黑米燒肉丼,55WPSUSF,HMSRJ-55WPSUSF,照燒雞腿丼,Teriyaki Chicken Leg Don,聯發太陽廣場,2024-12-25 14:56:29
170,HMSRJ,黑米燒肉丼,85ALHCHA,HMSRJ-85ALHCHA,豬排燒肉丼,Pork Cutlet BBQ Don,聯發太陽廣場,2024-12-25 14:56:29
171,HMSRJ,黑米燒肉丼,92YJOIYY,HMSRJ-92YJOIYY,香烤鯖魚丼,Grilled Mackerel Don,聯發太陽廣場,2024-12-25 14:56:29
172,GLHZ,給力盒子,91BPHXHE,GLHZ-91BPHXHE,南加州烤雞腿,Southern California Grilled Chicken Leg,聯發太陽廣場,2024-12-25 14:56:29
173,TTKRF,天天烤肉飯,61NSCMXV,TTKRF-61NSCMXV,招牌烤肉飯,Signature Grilled Pork Rice,聯發太陽廣場,2024-12-10 12:14:49
174,TTKRF,天天烤肉飯,27NJSOEX,TTKRF-27NJSOEX,雙醬炸豬排飯,Double Sauce Fried Pork Chop Rice,聯發太陽廣場,2024-12-10 12:14:49
175,TTKRF,天天烤肉飯,84BKTTLC,TTKRF-84BKTTLC,醬燒卡啦雞飯,Braised Crispy Chicken Rice,聯發太陽廣場,2024-12-10 12:14:49
176,TTKRF,天天烤肉飯,17TWFRED,TTKRF-17TWFRED,老滷雞腿飯,Traditional Braised Chicken Leg Rice,聯發太陽廣場,2024-12-10 12:14:49
177,TTKRF,天天烤肉飯,45YNFJEY,TTKRF-45YNFJEY,台式椒麻雞飯,Taiwanese Pepper Chicken Rice,聯發太陽廣場,2024-12-10 12:14:49
178,TTKRF,天天烤肉飯,85ZRWCRH,TTKRF-85ZRWCRH,蒜泥醬白肉飯,Boiled Pork with Garlic Sauce Rice,聯發太陽廣場,2024-12-10 12:14:49
179,YGCF,陽光廚房,36NKRAQR,YGCF-36NKRAQR,美味蛋黃燉肉飯,Delicious Egg Yolk Braised Pork Rice,聯發太陽廣場,2024-12-25 14:56:29
180,YGCF,陽光廚房,13XZOOCT,YGCF-13XZOOCT,蔥爆香嫩牛肉飯,Green Onion Stir-fried Tender Beef Rice,聯發太陽廣場,2024-12-25 14:56:29
181,YGCF,陽光廚房,56PVLDVR,YGCF-56PVLDVR,可口香酥豬排飯,Tasty Crispy Pork Cutlet Rice,聯發太陽廣場,2024-12-25 14:56:29
182,YGCF,陽光廚房,45QGSVDA,YGCF-45QGSVDA,黃金脆皮雞腿飯,Golden Crispy Chicken Leg Rice,聯發太陽廣場,2024-12-25 14:56:29
183,YGCF,陽光廚房,48MKTHAV,YGCF-48MKTHAV,珍味紅燒鯛魚飯,Premium Braised Sea Bream Rice,聯發太陽廣場,2024-12-25 14:56:29
184,YGCF,陽光廚房,63EXSHMF,YGCF-63EXSHMF,鮮味蝦捲飯,Fresh Shrimp Roll Rice,聯發太陽廣場,2024-12-25 14:56:29
185,BSK,必勝客,64ZRZMTM,BSK-64ZRZMTM,和風章魚燒個人披薩無糖綠茶,Japanese Style Takoyaki Personal Pizza + Sugar-Free Green Tea,聯發太陽廣場,2024-12-10 12:14:49
186,YGCF,陽光廚房,09NEIWBD,YGCF-09NEIWBD,香蔥京醬肉絲飯,Green Onion Beijing Sauce Shredded Pork Rice,聯發太陽廣場,2024-12-25 14:56:29
187,YGCF,陽光廚房,17ORKXSR,YGCF-17ORKXSR,可口雞排飯,Tasty Chicken Cutlet Rice,聯發太陽廣場,2024-12-25 14:56:29
188,ZJZMS,知己知米私廚餐盒,15OFYTZV,ZJZMS-15OFYTZV,椒鹽嫩煎雞胸無飯減脂地瓜餐,Salt and Pepper Grilled Chicken Breast Low Fat Sweet Potato Meal - No Rice,聯發太陽廣場,2025-03-21 12:23:37
189,ZJZMS,知己知米私廚餐盒,33CXGEHX,ZJZMS-33CXGEHX,義大利青醬嫩雞,Italian Pesto Tender Chicken,聯發太陽廣場,2025-03-21 12:23:37
190,ZJZMS,知己知米私廚餐盒,32BSVISR,ZJZMS-32BSVISR,峇里島風沙嗲雞,Bali Style Satay Chicken,聯發太陽廣場,2025-03-21 12:23:37
191,ZJZMS,知己知米私廚餐盒,22OWLWIU,ZJZMS-22OWLWIU,法國人最愛凱薩雞,French Favorite Caesar Chicken,聯發太陽廣場,2025-03-21 12:23:37
192,ZJZMS,知己知米私廚餐盒,24NQHKMW,ZJZMS-24NQHKMW,日式燒豬五花丼,Japanese Grilled Pork Belly Donburi,聯發太陽廣場,2025-03-21 12:23:37
193,ZJZMS,知己知米私廚餐盒,22AIOMSQ,ZJZMS-22AIOMSQ,江戶壽喜燒菇菇(素),Edo Style Sukiyaki Mushroom (Vegetarian),聯發太陽廣場,2025-03-21 12:23:37
194,WT,悟饕,11PAAPYG,WT-11PAAPYG,柳葉魚飯包,Shishamo Fish Rice Wrap,聯發太陽廣場,2025-03-21 12:23:37
195,WT,悟饕,95RPNMPQ,WT-95RPNMPQ,控肉飯包,Braised Pork Rice Wrap,聯發太陽廣場,2025-03-21 12:23:37
196,WT,悟饕,98YWQNLJ,WT-98YWQNLJ,古早味滷排飯包,Traditional Braised Pork Ribs Rice Wrap,聯發太陽廣場,2025-03-21 12:23:37
197,WT,悟饕,51SIZQDU,WT-51SIZQDU,直火烤肉飯包,Direct-Grilled Pork Rice Box,聯發太陽廣場,2024-12-10 12:14:49
198,YPJXX,一品金仙蝦捲飯,24MVLZBW,YPJXX-24MVLZBW,滷雞腿飯,Braised Chicken Leg Rice,聯發太陽廣場,2024-12-25 14:56:29
199,YPJXX,一品金仙蝦捲飯,08HDYORJ,YPJXX-08HDYORJ,卡啦香雞排飯,Crispy Chicken Cutlet Rice,聯發太陽廣場,2024-12-25 14:56:29
200,YPJXX,一品金仙蝦捲飯,79DUKIOW,YPJXX-79DUKIOW,炸排骨飯,Fried Pork Chop Rice,聯發太陽廣場,2024-12-25 14:56:29
201,YPJXX,一品金仙蝦捲飯,25DQOYFB,YPJXX-25DQOYFB,蝦捲飯,Shrimp Roll Rice,聯發太陽廣場,2024-12-25 14:56:29
202,YPJXX,一品金仙蝦捲飯,87HURJJZ,YPJXX-87HURJJZ,鮭魚飯,Salmon Rice,聯發太陽廣場,2024-12-25 14:56:29
203,QBJKC,喬比健康廚房,58XWWEIR,QBJKC-58XWWEIR,低脂雞胸肉飯-無飯,Low-Fat Chicken Breast Rice (Without Rice),聯發太陽廣場,2025-02-19 15:24:08
204,QBJKC,喬比健康廚房,14GBJJEK,QBJKC-14GBJJEK,椒鹽巴沙魚飯,Salt and Pepper Basa Fish Rice,聯發太陽廣場,2025-03-21 12:23:37
205,QBJKC,喬比健康廚房,81YOBWDL,QBJKC-81YOBWDL,香滷棒棒腿飯,Braised Drumstick Rice,聯發太陽廣場,2025-02-19 15:24:08
206,QBJKC,喬比健康廚房,63ZHASRY,QBJKC-63ZHASRY,海鹽牛小排飯,Sea Salt Beef Short Rib Rice,聯發太陽廣場,2025-02-19 15:24:08
207,QBJKC,喬比健康廚房,31GLIVHC,QBJKC-31GLIVHC,椒鹽豬肉片飯,Pepper Salt Pork Slices Rice,聯發太陽廣場,2025-02-19 15:24:08
208,QBJKC,喬比健康廚房,42UQMJEW,QBJKC-42UQMJEW,蔬食餐盒,Vegetarian Meal Box,聯發太陽廣場,2025-02-19 15:24:08
209,DBHZ,蛋白盒子,47QWEJRN,DBHZ-47QWEJRN,香煎雞胸餐盒-無飯,Pan-seared Chicken Breast Bento - No Rice,聯發太陽廣場,2025-03-21 12:23:37
210,DBHZ,蛋白盒子,10RIWHSO,DBHZ-10RIWHSO,山賊燒雞腿排餐盒,Bandit Grilled Chicken Thigh Bento,聯發太陽廣場,2025-03-21 12:23:37
211,DBHZ,蛋白盒子,89UMQTSM,DBHZ-89UMQTSM,低脂梅花泡菜豬餐盒,Low Fat Plum Kimchi Pork Bento,聯發太陽廣場,2025-03-21 12:23:37
212,DBHZ,蛋白盒子,85RHXKVD,DBHZ-85RHXKVD,壽喜牛五花餐盒,Sukiyaki Beef Belly Bento,聯發太陽廣場,2025-03-21 12:23:37
213,DBHZ,蛋白盒子,74JDHROF,DBHZ-74JDHROF,減鹽味噌烤鱸魚餐盒,Low Salt Miso Grilled Perch Bento,聯發太陽廣場,2025-03-21 12:23:37
214,DBHZ,蛋白盒子,55NPFEEB,DBHZ-55NPFEEB,素排骨餐盒,Vegetarian Pork Chop Bento,聯發太陽廣場,2025-03-21 12:23:37
215,LSH,梁社漢,32MMUOBS,LSH-32MMUOBS,椒麻雞飯,Pepper Chicken Rice,聯發太陽廣場,2024-12-10 12:14:49
216,LSH,梁社漢,55IUSKPB,LSH-55IUSKPB,炸雞腿飯,Fried Chicken Leg Rice,聯發太陽廣場,2024-12-10 12:14:49
217,LSH,梁社漢,21MSYPUX,LSH-21MSYPUX,滷排骨飯,Braised Pork Chop Rice,聯發太陽廣場,2024-12-10 12:14:49
218,LSH,梁社漢,74YBUPUV,LSH-74YBUPUV,焢肉飯,Braised Pork Rice,聯發太陽廣場,2024-12-10 12:14:49
219,LSH,梁社漢,70PDXOPH,LSH-70PDXOPH,黃金塔塔鱈魚排飯,Golden Tartar Cod Fish Fillet Rice,聯發太陽廣場,2024-12-10 12:14:49
220,LSH,梁社漢,39ZQQTJR,LSH-39ZQQTJR,味噌湯,Miso Soup,聯發太陽廣場,2025-03-21 12:23:37
221,XHSFJ,小韓室飯捲,07LGGNRK,XHSFJ-07LGGNRK,辣醬豬飯捲,Spicy Pork Rice Roll,聯發太陽廣場,2025-03-21 12:23:37
222,XHSFJ,小韓室飯捲,70KMTPEG,XHSFJ-70KMTPEG,鮪魚飯捲,Tuna Rice Roll,聯發太陽廣場,2025-03-21 12:23:37
223,XHSFJ,小韓室飯捲,25YHYNDB,XHSFJ-25YHYNDB,起司火腿飯捲,Cheese Ham Rice Roll,聯發太陽廣場,2025-03-21 12:23:37
224,XHSFJ,小韓室飯捲,11YWGZCS,XHSFJ-11YWGZCS,炸蝦飯捲,Fried Shrimp Rice Roll,聯發太陽廣場,2025-03-21 12:23:37
225,XHSFJ,小韓室飯捲,11ECFNAN,XHSFJ-11ECFNAN,韓式豬肉拌飯,Korean Style Pork Bibimbap,聯發太陽廣場,2025-03-21 12:23:37
226,ZJZMS,知己知米私廚餐盒,35UEHEDW,ZJZMS-35UEHEDW,四川風味椒麻雞,Sichuan Style Spicy Chicken,聯發太陽廣場,2025-03-21 12:23:37
227,ZJZMS,知己知米私廚餐盒,47BQTYSB,ZJZMS-47BQTYSB,古早味蒜泥白肉,Traditional Garlic White Pork,聯發太陽廣場,2025-03-21 12:23:37
228,WT,悟饕,84MVLVJD,WT-84MVLVJD,黃金豬排飯包,Golden Pork Cutlet Rice Bowl,聯發太陽廣場,2024-12-25 14:56:29
229,WT,悟饕,69DAXYDI,WT-69DAXYDI,糖燻烤雞腿飯包,Sugar-Smoked Grilled Chicken Leg Rice Box,聯發太陽廣場,2024-12-10 12:14:49
230,YPJXX,一品金仙蝦捲飯,69SZXYPS,YPJXX-69SZXYPS,控肉飯,Braised Pork Belly Rice,聯發太陽廣場,2024-12-25 14:56:29
231,YPJXX,一品金仙蝦捲飯,58CRCUZS,YPJXX-58CRCUZS,鱈魚飯,Cod Fish Rice,聯發太陽廣場,2024-12-25 14:56:29
232,QBJKC,喬比健康廚房,30RNACEM,QBJKC-30RNACEM,北海道薄鹽鮭魚飯,Hokkaido Lightly Salted Salmon Rice,聯發太陽廣場,2025-02-19 15:24:08
233,QBJKC,喬比健康廚房,22YGNVQR,QBJKC-22YGNVQR,檸檬雞腿肉飯,Lemon Chicken Thigh Rice,聯發太陽廣場,2025-03-21 12:23:37
234,DBHZ,蛋白盒子,52LFBWHM,DBHZ-52LFBWHM,青蔥海鹽雞胸餐盒-無飯,Scallion Sea Salt Chicken Breast Bento - No Rice,聯發太陽廣場,2025-03-21 12:23:37
235,DBHZ,蛋白盒子,06AFECJR,DBHZ-06AFECJR,青花椒雞腿排餐盒,Green Peppercorn Chicken Thigh Bento,聯發太陽廣場,2025-03-21 12:23:37
236,DBHZ,蛋白盒子,05RFPAGK,DBHZ-05RFPAGK,打拋豬餐盒,Thai Basil Pork Bento,聯發太陽廣場,2025-03-21 12:23:37
237,LSH,梁社漢,05NSNOOT,LSH-05NSNOOT,紅糟肉飯,Red Yeast Pork Rice,聯發太陽廣場,2024-12-10 12:14:49
238,LSH,梁社漢,29QRMTFJ,LSH-29QRMTFJ,椒鹽雞塊飯,Salt & Pepper Chicken Nugget Rice,聯發太陽廣場,2024-12-10 12:14:49
239,XHSFJ,小韓室飯捲,12XFXPWX,XHSFJ-12XFXPWX,醬燒豬肉飯捲,Soy Sauce Grilled Pork Rice Roll,聯發太陽廣場,2025-03-21 12:23:37
240,XHSFJ,小韓室飯捲,21ZZEQDR,XHSFJ-21ZZEQDR,小韓室飯捲,Little Korean Room Rice Roll,聯發太陽廣場,2025-03-21 12:23:37
241,XHSFJ,小韓室飯捲,35ZVAUNR,XHSFJ-35ZVAUNR,韓式火腿拌飯,Korean Style Ham Bibimbap,聯發太陽廣場,2025-03-21 12:23:37
242,NLXJ,能量小姐,89PYOVPQ,NLXJ-89PYOVPQ,水煮嫩雞胸,Poached Tender Chicken Breast,聯發太陽廣場,2025-04-21 09:58:44
243,NLXJ,能量小姐,64RSQZQX,NLXJ-64RSQZQX,蔬食餐盒(含蔥蒜),Vegetable Meal Box (with Green Onion and Garlic),聯發太陽廣場,2025-04-21 09:58:44
244,TSF,太師傅,63RCGHSO,TSF-63RCGHSO,呷霸大雞腿,Giant Chicken Drumstick,聯發太陽廣場,2025-04-21 09:58:44
245,TSF,太師傅,51STCRUS,TSF-51STCRUS,五香豬排飯,Five Spice Pork Chop Rice,聯發太陽廣場,2025-04-21 09:58:44
246,TSF,太師傅,70PDKMTK,TSF-70PDKMTK,鐵道滷排飯,Railway Braised Pork Chop Rice,聯發太陽廣場,2025-04-21 09:58:44
247,TSF,太師傅,80HUFTOL,TSF-80HUFTOL,美味雙享便當,Delicious Double Enjoyment Bento,聯發太陽廣場,2025-04-21 09:58:44
248,TSF,太師傅,72VLBCYP,TSF-72VLBCYP,三杯雞丁飯,Three Cup Chicken Cube Rice,聯發太陽廣場,2025-04-21 09:58:44
249,ZZXCG,珍饌小餐館,34UMOBMS,ZZXCG-34UMOBMS,刈包(肥瘦個半)加蛋綜合四神湯,Gua Bao (Mixed Fat and Lean) with Egg and Four-herb Soup,聯發太陽廣場,2025-04-21 09:58:44
250,ZZXCG,珍饌小餐館,31ELLAYF,ZZXCG-31ELLAYF,全瘦焢肉飯扁食湯,Lean Braised Pork Rice with Wonton Soup,聯發太陽廣場,2025-04-21 09:58:44
251,ZZXCG,珍饌小餐館,76AOPJPR,ZZXCG-76AOPJPR,大滷肉飯綜合四神湯,Large Braised Pork Rice with Four-herb Soup,聯發太陽廣場,2025-04-21 09:58:44
252,ZZXCG,珍饌小餐館,95FOBSHT,ZZXCG-95FOBSHT,小台南米糕綜合四神湯,Small Tainan Rice Cake with Four-herb Soup,聯發太陽廣場,2025-04-21 09:58:44
253,ZZXCG,珍饌小餐館,22RHVQOK,ZZXCG-22RHVQOK,古早味蛋包飯扁食湯,Traditional Omelette Rice with Wonton Soup,聯發太陽廣場,2025-04-21 09:58:44
266,MMNN,貓咪奶奶,06LWUUOJ,MMNN-06LWUUOJ,蔥鹽雞胸餐盒-無飯,Green Onion Salt Chicken Breast Meal Box - No Rice,聯發太陽廣場,2025-04-21 09:58:44
267,MMNN,貓咪奶奶,82PUBVOT,MMNN-82PUBVOT,日式胡麻舒肥嫩雞胸-無飯,Japanese Sesame Sous Vide Tender Chicken Breast - No Rice,聯發太陽廣場,2025-04-21 09:58:44
268,MMNN,貓咪奶奶,31AIZVSX,MMNN-31AIZVSX,蔥鹽和風豆腐餐盒,Green Onion Japanese-style Tofu Meal Box,聯發太陽廣場,2025-04-21 09:58:44
269,MMNN,貓咪奶奶,72WYETDU,MMNN-72WYETDU,蜜戀韓式雞腿餐盒,Honey Korean Style Chicken Thigh Meal Box,聯發太陽廣場,2025-04-21 09:58:44
270,MMNN,貓咪奶奶,31SBLDAT,MMNN-31SBLDAT,和風豆腐餐盒(全素),Japanese-style Tofu Meal Box (Vegan),聯發太陽廣場,2025-04-21 09:58:44
271,FCSL,鳳城燒臘,06ZPSPTT,FCSL-06ZPSPTT,招牌三寶飯,Signature Three Treasures Rice,聯發太陽廣場,2025-04-21 09:58:44
272,FCSL,鳳城燒臘,71MFRYUK,FCSL-71MFRYUK,油雞燒鴨飯,Soy Sauce Chicken and Roast Duck Rice,聯發太陽廣場,2025-04-21 09:58:44
273,FCSL,鳳城燒臘,98NWUTOO,FCSL-98NWUTOO,燒肉油雞飯,Roast Pork and Soy Sauce Chicken Rice,聯發太陽廣場,2025-04-21 09:58:44
274,FCSL,鳳城燒臘,93TRJTJI,FCSL-93TRJTJI,叉燒油雞飯,BBQ Pork and Soy Sauce Chicken Rice,聯發太陽廣場,2025-04-21 09:58:44
275,FCSL,鳳城燒臘,25BAOYBW,FCSL-25BAOYBW,叉燒燒肉飯,BBQ Pork and Roast Pork Rice,聯發太陽廣場,2025-04-21 09:58:44
276,BFYJ,八方雲集,42OBMUOJ,BFYJ-42OBMUOJ,白豆漿(冰),Iced Soy Milk,聯發太陽廣場,2025-04-21 09:58:44
277,BFYJ,八方雲集,94BCKDKN,BFYJ-94BCKDKN,黑豆漿(冰),Iced Black Soy Milk,聯發太陽廣場,2025-04-21 09:58:44
516,BFYJ,八方雲集,74DMNGPM,BFYJ-74DMNGPM,清燉牛肉麵,Clear Beef Noodle Soup,聯發太陽廣場,2025-04-21 09:58:44
732,DWJKC,大王健康餐盒,33GZCMRP,DWJKC-33GZCMRP,鹽烤鯖魚,Salt-Grilled Mackerel,聯發太陽廣場,2025-05-22 16:25:09
733,DWJKC,大王健康餐盒,42UQMJEW,DWJKC-42UQMJEW,蔬食餐盒,Vegetarian Meal Box,聯發太陽廣場,2025-05-22 16:25:09
734,HMSRJ,黑米燒肉丼,71LFVIIA,HMSRJ-71LFVIIA,素食便當,Vegetarian Bento,聯發太陽廣場,2025-05-22 16:25:09
735,YSSWM,御燒沙威瑪,87TVVQSU,YSSWM-87TVVQSU,招牌沙威瑪,Signature Shawarma,聯發太陽廣場,2025-05-22 16:25:09
736,YSSWM,御燒沙威瑪,65UHXERS,YSSWM-65UHXERS,黃芥末沙威瑪,Yellow Mustard Shawarma,聯發太陽廣場,2025-05-22 16:25:09
737,YSSWM,御燒沙威瑪,24XCOLCC,YSSWM-24XCOLCC,泰式酸辣醬沙威瑪,Thai Spicy Sauce Shawarma,聯發太陽廣場,2025-05-22 16:25:09
780,TTKRF,天天烤肉飯,34HMZICH,TTKRF-34HMZICH,壽喜牛五花,Sukiyaki Beef Belly,聯發太陽廣場,2025-05-22 16:25:09
781,TTKRF,天天烤肉飯,88MVTLLE,TTKRF-88MVTLLE,蜜烤雞腿排,Honey Glazed Chicken Leg,聯發太陽廣場,2025-05-22 16:25:09
782,TTKRF,天天烤肉飯,92GHUDZM,TTKRF-92GHUDZM,香滷腿排飯,Braised Chicken Leg Rice,聯發太陽廣場,2025-05-22 16:25:09
783,QJTJR,奇雞土雞肉飯,06KDRESV,QJTJR-06KDRESV,招牌冠軍土雞肉餐盒,Signature Champion Free-Range Chicken Meal Box,聯發太陽廣場,2025-05-22 16:25:09
784,QJTJR,奇雞土雞肉飯,04EOZVEV,QJTJR-04EOZVEV,鮮脆小卷餐,Fresh Crispy Squid Meal,聯發太陽廣場,2025-05-22 16:25:09
785,QJTJR,奇雞土雞肉飯,11AUFNPW,QJTJR-11AUFNPW,輕量版土雞肉蛋餐,Light Version Free-Range Chicken & Egg Meal,聯發太陽廣場,2025-05-22 16:25:09
786,QJTJR,奇雞土雞肉飯,24ATRRNF,QJTJR-24ATRRNF,義式舒肥嫰雞餐,Italian Sous Vide Chicken Meal,聯發太陽廣場,2025-05-22 16:25:09
787,QJTJR,奇雞土雞肉飯,22AKGBFW,QJTJR-22AKGBFW,火山黑胡椒嫩雞餐盒,Volcanic Black Pepper Tender Chicken Meal Box,聯發太陽廣場,2025-05-22 16:25:09
788,QJTJR,奇雞土雞肉飯,09FUCUEV,QJTJR-09FUCUEV,土雞丸子雞湯,Free-Range Chicken Meatball Soup,聯發太陽廣場,2025-05-22 16:25:09
816,QBJKC,喬比健康廚房,06WPLPXI,QBJKC-06WPLPXI,海鹽牛五花飯,Sea Salt Beef Belly Rice,聯發太陽廣場,2025-05-22 16:25:09
817,QBJKC,喬比健康廚房,94LBJWPP,QBJKC-94LBJWPP,蔬食餐盒(全素),Vegetarian Meal Box (Vegan),聯發太陽廣場,2025-05-22 16:25:09
875,DWJKC,大王健康餐盒,27QGINCY,DWJKC-27QGINCY,泡菜雞胸,Kimchi Chicken Breast,聯發太陽廣場,2025-05-22 16:25:09
876,DWJKC,大王健康餐盒,06FGWJLY,DWJKC-06FGWJLY,蒜泥雞胸,Garlic Chicken Breast,聯發太陽廣場,2025-05-22 16:25:09
926,DBHZ,蛋白盒子,79SIXZMA,DBHZ-79SIXZMA,炭火燒肉雞胸餐盒,Charcoal Grilled Pork & Chicken Breast Meal Box,聯發太陽廣場,2025-05-22 16:25:09
927,DBHZ,蛋白盒子,90NLAXLO,DBHZ-90NLAXLO,私房滷牛腱餐盒,House Special Braised Beef Shank Meal Box,聯發太陽廣場,2025-05-22 16:25:09
928,TTKRF,天天烤肉飯,08KGDJUT,TTKRF-08KGDJUT,泡菜烤肉飯,Kimchi Grilled Pork Rice,聯發太陽廣場,2025-05-22 16:25:09
932,QJTJR,奇雞土雞肉飯,09COKAQF,QJTJR-09COKAQF,烏骨土雞肉餐,Black-Bone Free-Range Chicken Meal,聯發太陽廣場,2025-05-22 16:25:09
933,QJTJR,奇雞土雞肉飯,79MPELNP,QJTJR-79MPELNP,蔥燒骨仔肉餐,Scallion Braised Pork Collar Meal,聯發太陽廣場,2025-05-22 16:25:09
934,QJTJR,奇雞土雞肉飯,11WCEOEV,QJTJR-11WCEOEV,脆滑蝦仁餐,Crispy Shrimp Meal,聯發太陽廣場,2025-05-22 16:25:09
1012,LSH,梁社漢,79DUKIOW,LSH-79DUKIOW,炸排骨飯,Fried Pork Chop Rice,聯發太陽廣場,2025-06-13 10:07:06
1013,LSH,梁社漢,83TASFNU,LSH-83TASFNU,玫瑰油雞腿飯,Rose Oil Chicken Leg Rice,聯發太陽廣場,2025-06-13 10:07:06
1014,LSH,梁社漢,39MKQRMQ,LSH-39MKQRMQ,椒鹽雞菲力排飯,Pepper Salt Chicken Fillet Rice,聯發太陽廣場,2025-06-13 10:07:06
1015,MSHB,摩斯漢堡,11OYODVR,MSHB-11OYODVR,和風蔬活牛肉堡紅茶,Japanese-Style Vegetable Beef Burger with Black Tea,聯發太陽廣場,2025-06-13 10:07:06
1016,MSHB,摩斯漢堡,93HVIMTE,MSHB-93HVIMTE,泰式檸檬魚堡紅茶,Thai Lemon Fish Burger with Black Tea,聯發太陽廣場,2025-06-13 10:07:06
1017,MSHB,摩斯漢堡,27TJZLWG,MSHB-27TJZLWG,椒麻雞腿堡紅茶,Spicy Sichuan Pepper Chicken Leg Burger with Black Tea,聯發太陽廣場,2025-06-13 10:07:06
1060,GLHZ,給力盒子,33GZCMRP,GLHZ-33GZCMRP,鹽烤鯖魚,Grilled Mackerel with Salt,聯發太陽廣場,2025-06-13 10:07:06
1061,GLHZ,給力盒子,08EHZCTF,GLHZ-08EHZCTF,和風照燒豬肉片,Teriyaki Pork Slices,聯發太陽廣場,2025-06-13 10:07:06
1062,YGCF,陽光廚房,82EDEYLT,YGCF-82EDEYLT,御品三杯雞飯,Premium Three-Cup Chicken Rice,聯發太陽廣場,2025-06-13 10:07:06
1063,ZZ,抓粥,80GKCWBG,ZZ-80GKCWBG,香菇雞肉粥,Mushroom Chicken Congee,聯發太陽廣場,2025-06-13 10:07:06
